user_id,hash,x-coordinate,y-coordinate,date_time,distance,category

10103,1235687921,22.559837,88.490211,2024-09-09 02:13:40,6.37,confirmation
10103,1235687921,22.559837,88.490211,2024-09-09 02:13:40,6.37,confirmation
10103,1235687921,22.559834,88.490213,2024-09-09 02:13:40,16.66,check-in
10103,1235687921,22.559835,88.490212,2024-09-09 01:59:15,8.33,check-in
10103,1235687921,22.559836,88.490214,2024-09-09 02:13:40,16.10,confirmation
10103,1235687921,22.559835,88.490215,2024-09-09 02:13:40,22.40,check-in
10103,1235687921,22.559838,88.490216,2024-09-09 02:13:41,29.71,confirmation
10103,1235687921,22.559833,88.490217,2024-09-09 02:13:41,37.45,check-in
10103,1235687921,22.559836,88.490218,2024-09-09 02:13:41,37.58,confirmation
10103,1235687921,22.559835,88.490219,2024-09-09 02:13:41,43.42,check-in
10103,1235687921,22.559837,88.49022,2024-09-09 02:13:41,48.73,confirmation
10103,1235687921,22.69983,88.374535,2024-09-09 02:13:41,8.00,check-in
10103,1235687921,22.699832,88.374534,2024-09-09 02:13:41,6.37,confirmation
10103,1235687921,22.699831,88.374536,2024-09-09 02:13:41,9.67,check-in
10103,1235687921,22.699829,88.374537,2024-09-09 02:13:41,19.31,confirmation
10103,1235687921,22.699833,88.374538,2024-09-09 02:13:41,23.17,check-in
10103,1235687921,22.699828,88.374539,2024-09-09 02:13:41,30.83,confirmation
10103,1235687921,22.699831,88.37454,2024-09-09 02:13:41,29.02,check-in
10103,1235687921,22.69983,88.374541,2024-09-09 02:13:41,34.45,confirmation
10103,1235687921,22.589606,88.390644,2024-09-09 02:13:41,8.26,check-in
10103,1235687921,22.589608,88.390643,2024-09-09 02:13:41,6.37,confirmation
10103,1235687921,22.589607,88.390645,2024-09-09 02:13:41,10.53,check-in
10103,1235687921,22.589605,88.390646,2024-09-09 02:13:41,20.29,confirmation
10103,1235687921,22.589609,88.390647,2024-09-09 02:13:41,24.61,check-in
10103,1235687921,22.559837,88.490211,2024-09-09 02:13:41,6.37,confirmation
10103,1235687921,22.559834,88.490213,2024-09-09 02:13:41,16.66,check-in
10103,1235687921,22.559836,88.490214,2024-09-09 02:13:41,16.10,confirmation
10103,1235687921,22.559835,88.490215,2024-09-09 02:13:41,22.40,check-in
10103,1235687921,22.69983,88.374535,2024-09-09 02:13:41,8.00,confirmation
10103,1235687921,22.699832,88.374534,2024-09-09 02:13:41,6.37,check-in
10103,1235687921,22.699831,88.374536,2024-09-09 02:13:41,9.67,confirmation
10103,1235687921,22.699829,88.374537,2024-09-09 02:13:41,19.31,check-in
10103,1235687921,22.699833,88.374538,2024-09-09 02:13:41,23.17,confirmation
10103,1235687921,22.589606,88.390644,2024-09-09 02:13:41,8.26,check-in
10103,1235687921,22.589608,88.390643,2024-09-09 02:13:41,6.37,confirmation
10103,1235687921,22.589607,88.390645,2024-09-09 02:13:41,10.53,check-in
10103,1235687921,22.589605,88.390646,2024-09-09 02:13:41,20.29,confirmation
10103,1235687921,22.589609,88.390647,2024-09-09 02:13:42,24.61,check-in
10103,1235687921,22.559837,88.490211,2024-09-09 02:13:42,6.37,confirmation
10103,1235687921,22.559834,88.490213,2024-09-09 02:13:42,16.66,check-in
10103,1235687921,22.559836,88.490214,2024-09-09 02:13:42,16.10,confirmation
10103,1235687921,22.559835,88.490215,2024-09-09 02:13:42,22.40,check-in
